,subject,condition,filename,sequence,IC,high_IC_chosen,target_pos,target_metric_2,target_metric_4,accent,musician
598,3bx7hg,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
599,3bx7hg,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
600,3bx7hg,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
601,3bx7hg,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
602,3bx7hg,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,1,5,2,2,0,0
603,3bx7hg,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
604,3bx7hg,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
605,3bx7hg,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
606,3bx7hg,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
607,3bx7hg,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
608,qnqpy5,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
609,qnqpy5,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
610,qnqpy5,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
611,qnqpy5,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
612,qnqpy5,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
613,qnqpy5,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
614,qnqpy5,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
615,qnqpy5,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
616,qnqpy5,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
617,qnqpy5,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
618,qnqpy5,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
619,qnqpy5,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
620,qnqpy5,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
621,qnqpy5,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
622,qnqpy5,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
623,qnqpy5,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,1,5,2,2,0,0
624,47gbpj,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
625,47gbpj,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
626,47gbpj,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
627,47gbpj,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
628,47gbpj,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
629,47gbpj,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
630,47gbpj,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
631,47gbpj,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
632,47gbpj,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
633,47gbpj,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
634,47gbpj,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
635,47gbpj,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
636,47gbpj,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
637,47gbpj,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
638,47gbpj,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
639,47gbpj,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,0,5,2,2,0,0
640,kkm9yc,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
641,kkm9yc,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
642,kkm9yc,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
643,kkm9yc,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
644,kkm9yc,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
645,kkm9yc,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
646,kkm9yc,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
647,kkm9yc,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
648,kkm9yc,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
649,kkm9yc,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
650,kkm9yc,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
651,kkm9yc,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
652,kkm9yc,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,0,5,2,2,0,0
653,kkm9yc,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
654,kkm9yc,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
655,kkm9yc,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
656,f6j9pl,tonic Bb4,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
657,f6j9pl,tonic Bb4,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
658,f6j9pl,tonic Bb4,fc_IC_default_3_1.mp3,"[1, 2, 3, 6, 3, 2, 3, 1]",,1,5,2,2,0,0
659,f6j9pl,tonic Bb4,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
660,f6j9pl,tonic Bb4,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
661,f6j9pl,tonic Bb4,fc_IC_accent_5_4.mp3,"[1, 3, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
662,f6j9pl,tonic Bb4,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
663,f6j9pl,tonic Bb4,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
664,f6j9pl,tonic Bb4,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
665,f6j9pl,tonic Bb4,fc_IC_accent_3_3.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
666,f6j9pl,tonic Bb4,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
667,f6j9pl,tonic Bb4,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
668,f6j9pl,tonic Bb4,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
669,f6j9pl,tonic Bb4,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
670,f6j9pl,tonic Bb4,fc_IC_accent_3_1.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
671,f6j9pl,tonic Bb4,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
672,wrywed,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
673,wrywed,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
674,wrywed,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
675,wrywed,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
676,wrywed,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
677,wrywed,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
678,wrywed,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
679,wrywed,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
680,wrywed,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
681,wrywed,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
682,wrywed,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
683,wrywed,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
684,wrywed,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
685,wrywed,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
686,wrywed,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
687,wrywed,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
688,x8c67z,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
689,x8c67z,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
690,x8c67z,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
691,x8c67z,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
692,x8c67z,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
693,x8c67z,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
694,x8c67z,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
695,x8c67z,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
696,x8c67z,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
697,x8c67z,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
698,x8c67z,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
699,x8c67z,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
700,x8c67z,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
701,x8c67z,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
702,x8c67z,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
703,x8c67z,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
704,58cf32,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
705,58cf32,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
706,58cf32,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
707,58cf32,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
708,58cf32,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
709,58cf32,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
710,58cf32,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
711,58cf32,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
712,58cf32,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
713,58cf32,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
714,58cf32,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
715,58cf32,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
716,58cf32,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
717,58cf32,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
718,58cf32,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
719,58cf32,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
720,p1o8hj,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
721,p1o8hj,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
722,p1o8hj,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
723,p1o8hj,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
724,p1o8hj,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
725,p1o8hj,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
726,p1o8hj,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
727,p1o8hj,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
728,p1o8hj,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
729,p1o8hj,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
730,p1o8hj,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
731,p1o8hj,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
732,p1o8hj,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
733,p1o8hj,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
734,p1o8hj,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
735,p1o8hj,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
736,2rygdo,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
737,2rygdo,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
738,2rygdo,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
739,2rygdo,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
740,2rygdo,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
741,2rygdo,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
742,2rygdo,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
743,2rygdo,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
744,2rygdo,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
745,2rygdo,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
746,2rygdo,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
747,2rygdo,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
748,2rygdo,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
749,2rygdo,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
750,2rygdo,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
751,2rygdo,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
752,vekvhu,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
753,vekvhu,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
754,vekvhu,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
755,vekvhu,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
756,vekvhu,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
757,vekvhu,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
758,vekvhu,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
759,vekvhu,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
760,vekvhu,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
761,vekvhu,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
762,vekvhu,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
763,vekvhu,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
764,vekvhu,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
765,vekvhu,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
766,vekvhu,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
767,vekvhu,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
768,wwgtn8,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
769,wwgtn8,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
770,wwgtn8,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,0,0
771,wwgtn8,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
772,wwgtn8,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
773,wwgtn8,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
774,wwgtn8,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,0,4,1,1,1,0
775,wwgtn8,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,0,0
776,wwgtn8,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,0,0
777,wwgtn8,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
778,wwgtn8,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
779,wwgtn8,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
780,wwgtn8,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
781,wwgtn8,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,1,0
782,wwgtn8,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
783,wwgtn8,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
784,4qn9t3,tonic C5,fc_IC_accent_3_2.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
785,4qn9t3,tonic C5,fc_IC_accent_5_1.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,1,4,1,1,1,0
786,4qn9t3,tonic C5,fc_IC_accent_3_3.mp3,"[1, 3, 6, 3, 2, 3, 1]",,0,4,1,1,1,0
787,4qn9t3,tonic C5,fc_IC_accent_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,1,4,1,1,1,0
788,4qn9t3,tonic C5,fc_IC_default_5_2.mp3,"[1, 2, 6, 5, 4, 5, 3, 1]",,0,4,1,1,0,0
789,4qn9t3,tonic C5,fc_IC_default_3_2.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
790,4qn9t3,tonic C5,fc_IC_accent_3_1.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,1,0
791,4qn9t3,tonic C5,fc_IC_accent_3_4.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,1,0
792,4qn9t3,tonic C5,fc_IC_default_3_1.mp3,"[1, 2, 6, 3, 2, 5, 3, 1]",,1,4,1,1,0,0
793,4qn9t3,tonic C5,fc_IC_accent_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
794,4qn9t3,tonic C5,fc_IC_default_3_3.mp3,"[1, 2, 6, 3, 2, 3, 1]",,1,4,1,1,0,0
795,4qn9t3,tonic C5,fc_IC_default_3_4.mp3,"[1, 2, 6, 3, 2, 3, 1]",,0,4,1,1,0,0
796,4qn9t3,tonic C5,fc_IC_default_5_3.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
797,4qn9t3,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
798,4qn9t3,tonic C5,fc_IC_default_5_4.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,0
799,4qn9t3,tonic C5,fc_IC_accent_5_2.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,1,0
800,f0sl72,tonic C5,fc_IC_default_5_1.mp3,"[1, 2, 6, 5, 4, 3, 1]",,0,4,1,1,0,1
